Name;Acronym;State Acronym;Institution Type;Level_1;Level_2;Level_3
Instituto Salvador de Ensino e Cultura;ISEC;BA;SCHOLARLY;;;
Instituto Santo Tomás de Aquino;ISTA;MG;SCHOLARLY;;;
Instituto Sergipe de Ensino Superior;ISES;SE;SCHOLARLY;;;
Instituto Sudeste Mineiro de Educação e Cultura;ISMEC;MG;SCHOLARLY;;;
Instituto Superior de Ciências Aplicadas - Isca;ISCA;SP;SCHOLARLY;;;
Instituto Superior de Ciências da Saúde;INCISA;MG;SCHOLARLY;;;
Instituto Superior de Ciências Humanas e Filosofia La Salle;ISCHF La Salle;RJ;SCHOLARLY;;;
Instituto Superior de Ciências Humanas e Sociais Anísio Teixeira;ISAT;RJ;SCHOLARLY;;;
Instituto Superior de Ciências Humanas e Sociais Aplicadas de Abaeté;ISAB;MG;SCHOLARLY;;;
Instituto Superior de Educação Albert Einstein;ISALBE;DF;SCHOLARLY;;;
Instituto Superior de Educação Almeida Rodrigues;ISEAR;GO;SCHOLARLY;;;
Instituto Superior de Educação Alvorada Plus;ISEAP;SP;SCHOLARLY;;;
Instituto Superior de Educação Anglo-Americano de Foz do Iguaçu;ISEAAFI;PR;SCHOLARLY;;;
Instituto Superior de Educação Anísio Teixeira;ISEAT;MG;SCHOLARLY;;;
Instituto Superior de Educação Ateneu;ISEAT;ES;SCHOLARLY;;;
Instituto Superior de Educação Auxilium;ISE AUXILIUM;SP;SCHOLARLY;;;
Instituto Superior de Educação Avantis;AVANTIS;SC;SCHOLARLY;;;
Instituto Superior de Educação Berlaar;IBERLAAR;MG;SCHOLARLY;;;
Instituto Superior de Educação Campo Limpo Paulista;ISECAMP;SP;SCHOLARLY;;;
Instituto Superior de Educação Capimgrossense;ISEC;BA;SCHOLARLY;;;
Instituto Superior de Educação Carlos Chagas;ISECC;MG;SCHOLARLY;;;
Instituto Superior de Educação Cenecista de Capivari;ISECC;SP;SCHOLARLY;;;
Instituto Superior de Educação Cenecista de Farroupilha;ISEF;RS;SCHOLARLY;;;
Instituto Superior de Educação Cenecista de Unaí;ISEC;MG;SCHOLARLY;;;
Instituto Superior de Educação Ceres;ISE-CERES;SP;SCHOLARLY;;;
Instituto Superior de Educação Coração de Jesus;ISECJ;MG;SCHOLARLY;;;
Instituto Superior de Educação da Serra;FABAVI;ES;SCHOLARLY;;;
Instituto Superior de Educação de Barretos;ISEB;SP;SCHOLARLY;;;
Instituto Superior de Educação de Bicas;ISEB;MG;SCHOLARLY;;;
Instituto Superior de Educação de Brasília;FACGAMA;DF;SCHOLARLY;;;
Instituto Superior de Educação de Cajazeiras;ISEC;PB;SCHOLARLY;;;
Instituto Superior de Educação de Campo Verde;ISE - Campo Verde;MT;SCHOLARLY;;;
Instituto Superior de Educação de Campos Gerais;ISEC;MG;SCHOLARLY;;;
Instituto Superior de Educação de Caxias;ISEC;MA;SCHOLARLY;;;
Instituto Superior de Educação de Cláudio;ISEC;MG;SCHOLARLY;;;
Instituto Superior de Educação de Divinópolis;ISED;MG;SCHOLARLY;;;
Instituto Superior de Educação de Floresta;ISEF;PE;SCHOLARLY;;;
Instituto Superior de Educação de Garça;ISEG;SP;SCHOLARLY;;;
Instituto Superior de Educação de Goiana;I.S.E.G.;PE;SCHOLARLY;;;
Instituto Superior de Educação de Guaratuba;ISEPE;PR;SCHOLARLY;;;
Instituto Superior de Educação de Ibiúna;ISEI;SP;SCHOLARLY;;;
Instituto Superior de Educação de Iguape;ISE IGUAPE;SP;SCHOLARLY;;;
Instituto Superior de Educação de Itabira;ISEI;MG;SCHOLARLY;;;
Instituto Superior de Educação de Ituiutaba;ISEDI;MG;SCHOLARLY;;;
Instituto Superior de Educação de Janaúba;ISEJAN;MG;SCHOLARLY;;;
Instituto Superior de Educação de Junqueirópolis;ISEJ;SP;SCHOLARLY;;;
Instituto Superior de Educação de Oliveira;ISEOL;MG;SCHOLARLY;;;
Instituto Superior de Educação de Paraíso;ISEP;MG;SCHOLARLY;;;
Instituto Superior de Educação de Passos;ISEP;MG;SCHOLARLY;;;
Instituto Superior de Educação de Pesqueira;ISEP;PE;SCHOLARLY;;;
Instituto Superior de Educação de Salgueiro;ISES;PE;SCHOLARLY;;;
Instituto Superior de Educação de Santa Catarina;ISESC;SC;SCHOLARLY;;;
Instituto Superior de Educação de São Gotardo;CESG;MG;SCHOLARLY;;;
Instituto Superior de Educação de São Paulo;SINGULARIDADES/ISESP;SP;SCHOLARLY;;;
Instituto Superior de Educação de Tupi Paulista;ISETP;SP;SCHOLARLY;;;
Instituto Superior de Educação do Cecap;ISCECAP;DF;SCHOLARLY;;;
Instituto Superior de Educação do Centro Educacional Nossa Senhora Auxiliadora;ISECENSA;RJ;SCHOLARLY;;;
Instituto Superior de Educação do ICESP;ISE-ICESP;DF;SCHOLARLY;;;
Instituto Superior de Educação do Município de Itaperuna;ISEMI;RJ;SCHOLARLY;;;
Instituto Superior de Educação do Paraná;INSEP;PR;SCHOLARLY;;;
Instituto Superior de Educação do Sul da Bahia;ISESB;BA;SCHOLARLY;;;
Instituto Superior de Educação Elvira Dayrell;ISEED;MG;SCHOLARLY;;;
Instituto Superior de Educação Equipe;ISEE;RS;SCHOLARLY;;;
Instituto Superior de Educação Eugênio Gomes;ISEGO;BA;SCHOLARLY;;;
Instituto Superior de Educação Franciscano Nossa Senhora de Fátima;FATIMA;DF;SCHOLARLY;;;
Instituto Superior de Educação Ibituruna;ISEIB;MG;SCHOLARLY;;;
Instituto Superior de Educação Interlagos;ISE Interlagos;SP;SCHOLARLY;;;
Instituto Superior de Educação Ivoti;ISEI;RS;SCHOLARLY;;;
Instituto Superior de Educação La Salle;ISE La Salle;RJ;SCHOLARLY;;;
Instituto Superior de Educação Mãe de Deus;ISEMD;PR;SCHOLARLY;;;
Instituto Superior de Educação Manhumirim;Faculdades Doctum;MG;SCHOLARLY;;;
Instituto Superior de Educação Montes Claros;ISEMOC;MG;SCHOLARLY;;;
Instituto Superior de Educação Nossa Senhora de Lourdes;ISED;BA;SCHOLARLY;;;
Instituto Superior de Educação Nossa Senhora de Sion;ISE - Sion;PR;SCHOLARLY;;;
Instituto Superior de Educação Nossa Senhora de Sion;ISE- SION;MG;SCHOLARLY;;;
Instituto Superior de Educação Orígenes Lessa;ISEOL;SP;SCHOLARLY;;;
Instituto Superior de Educação Padre João Bagozzi;COSJISUP;PR;SCHOLARLY;;;
Instituto Superior de Educação Paulo Martins;ISPAM;DF;SCHOLARLY;;;
Instituto Superior de Educação Porto Seguro;ISEPS;ES;SCHOLARLY;;;
Instituto Superior de Educação Presbiteriano Vale do Tocantins;ISEP;TO;SCHOLARLY;;;
Instituto Superior de Educação Programus;ISEPRO;PI;SCHOLARLY;;;
Instituto Superior de Educação Ranchariense;ISER;SP;SCHOLARLY;;;
Instituto Superior de Educação Sant´Ana;ISESA;PR;SCHOLARLY;;;
Instituto Superior de Educação Santa Cruz;ISED;PE;SCHOLARLY;;;
Instituto Superior de Educação Santa Marina;ISESM;SP;SCHOLARLY;;;
Instituto Superior de Educação Santa Rita de Cássia;ISESC;GO;SCHOLARLY;;;
Instituto Superior de Educação Santa Rita do Sapucaí;ISE;MG;SCHOLARLY;;;
Instituto Superior de Educação Santo Agostinho de Teresina;ISA;PI;SCHOLARLY;;;
Instituto Superior de Educação São Judas Tadeu;ISESJT;PI;SCHOLARLY;;;
Instituto Superior de Educação União das Américas;UNIAMÉRICA;PR;SCHOLARLY;;;
Instituto Superior de Educação Vale do Salgado;IVS;CE;SCHOLARLY;;;
Instituto Superior de Educação Vera Cruz;ISE Vera Cruz;SP;SCHOLARLY;;;
Instituto Superior de Educação Verde Norte;FAVENORTE;MG;SCHOLARLY;;;
Instituto Superior de Ensino e Pesquisa de Ituiutaba;ISEPI;MG;SCHOLARLY;;;
Instituto Superior de Filosofia Berthier;IFIBE;RS;SCHOLARLY;;;
Instituto Superior do Litoral do Paraná;ISULPAR;PR;SCHOLARLY;;;
Instituto Superior e Centro Educacional Luterano - Bom Jesus - Ielusc;BOM JESUS/IELUSC;SC;SCHOLARLY;;;
Instituto Superior Mendes de Almeida;IMA;RJ;SCHOLARLY;;;
Instituto Superior Tupy - Ist;IST;SC;SCHOLARLY;;;
Instituto Taquaritinguense de Ensino Superior Dr. Aristides de Carvalho Schlobac;ITES;SP;SCHOLARLY;;;
Instituto Taubaté de Ensino Superior;I.T.E.S.;SP;SCHOLARLY;;;
Instituto Tecnológico de Aeronáutica;ITA;SP;SCHOLARLY;;;
Instituto Tecnológico e das Ciências Sociais Aplicadas e da Saúde do Centro Educ;ITCSAS/CENSA;RJ;SCHOLARLY;;;
Instituto Teológico Pastoral do Ceará;ITEP;CE;SCHOLARLY;;;
Instituto Teresina de Ensino e Cultura;ITEC;PI;SCHOLARLY;;;
Instituto Unificado de Ensino Superior Objetivo;IUESO;GO;SCHOLARLY;;;
Instituto Uvb.Br;UVB;SP;SCHOLARLY;;;
Trevisan Escola Superior de Negócios;FAT;SP;SCHOLARLY;;;
União das Escolas do Grupo Faimi de Educação;FAIMI;SP;SCHOLARLY;;;
União das Faculdades dos Grandes Lagos - Unilago;UNILAGO;SP;SCHOLARLY;;;
União de Ensino Superior de Nova Mutum;UNINOVA;MT;SCHOLARLY;;;
União de Escolas Superiores da Funeso;UNESF;PE;SCHOLARLY;;;
Unidade de Ensino Superior Dom Bosco;UNDB;MA;SCHOLARLY;;;
Unidade de Ensino Superior Expoente;UNIEXP;PR;SCHOLARLY;;;
UNIPB - Faculdade Unida da Paraíba;UNIPB;PB;SCHOLARLY;;;
Abeu - Centro Universitário;UNIABEU;RJ;SCHOLARLY;;;
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca;CEFET/RJ;RJ;SCHOLARLY;;;
Centro Federal de Educação Tecnológica da Bahia;CEFET/BA;BA;SCHOLARLY;;;
Centro Federal de Educação Tecnológica de Bambuí;CEFET-BAMBUÍ;MG;SCHOLARLY;;;
Centro Federal de Educação Tecnológica de Campos;CEFET;RJ;SCHOLARLY;;;
Centro Federal de Educação Tecnológica de Goiás;CEFET/GO;GO;SCHOLARLY;;;
Centro Federal de Educação Tecnológica de Minas Gerais;CEFET/MG;MG;SCHOLARLY;;;
Centro Federal de Educação Tecnológica de Pernambuco;CEFET/PE;PE;SCHOLARLY;;;
Centro Federal de Educação Tecnológica de Rio Verde;CEFET-RIO VERDE;GO;SCHOLARLY;;;
Centro Federal de Educação Tecnológica de Santa Catarina;CEFET-SC;SC;SCHOLARLY;;;
Centro Federal de Educação Tecnológica do Maranhão;CEFET-MA;MA;SCHOLARLY;;;
Centro Federal de Educação Tecnológica do Pará;CEFET/PA;PA;SCHOLARLY;;;
Centro Federal de Educação Tecnológica do Piauí;CEFET/PI;PI;SCHOLARLY;;;
Centro Federal de Educação Tecnológica do Rio Grande do Norte;CEFET/RN;RN;SCHOLARLY;;;
Centro Regional Universitário de Espírito Santo do Pinhal;UNIPINHAL;SP;SCHOLARLY;;;
Centro Universitário Adventista de São Paulo;UNASP;SP;SCHOLARLY;;;
Centro Universitário Álvares Penteado;FECAP;SP;SCHOLARLY;;;
Centro Universitário Amparense;UNIFIA;SP;SCHOLARLY;;;
Centro Universitário Anhangüera;UNIFIAN;SP;SCHOLARLY;;;
Centro Universitário Assunção;UniFAI;SP;SCHOLARLY;;;
Centro Universitário Augusto Motta;UNISUAM;RJ;SCHOLARLY;;;
Centro Universitário Barão de Mauá;CBM;SP;SCHOLARLY;;;
Centro Universitário Barriga Verde;UNIBAVE;SC;SCHOLARLY;;;
Centro Universitário Belas Artes de São Paulo;FEBASP;SP;SCHOLARLY;;;
Centro Universitário Campos de Andrade;Uniandrade;PR;SCHOLARLY;;;
Centro Universitário Cândido Rondon;UNIRONDON;MT;SCHOLARLY;;;
Centro Universitário Capital;UNICAPITAL;SP;SCHOLARLY;;;
Centro Universitário Carioca;UNICARIOCA;RJ;SCHOLARLY;;;
Centro Universitário Católico do Sudoeste do Paraná;UNICS;PR;SCHOLARLY;;;
Centro Universitário Católico Salesiano Auxilium;UNISALESIANO;SP;SCHOLARLY;;;
Centro Universitário Celso Lisboa;UCL;RJ;SCHOLARLY;;;
Centro Universitário Central Paulista;UNICEP;SP;SCHOLARLY;;;
Centro Universitário Claretiano;CEUCLAR;SP;SCHOLARLY;;;
Centro Universitário Curitiba;UNICURITIBA;PR;SCHOLARLY;;;
Centro Universitário da Bahia;FIB;BA;SCHOLARLY;;;
Centro Universitário da Cidade;UniverCidade;RJ;SCHOLARLY;;;
Centro Universitário da Fundação Educacional de Barretos;UNIFEB;SP;SCHOLARLY;;;
Centro Universitário da Fundação Educacional Guaxupé;UNIFEG;MG;SCHOLARLY;;;
Centro Universitário da Fundação Educacional Inaciana Pe Sabóia de Medeiros;FEI;SP;SCHOLARLY;;;
Centro Universitário da Grande Dourados;UNIGRAN;MS;SCHOLARLY;;;
Centro Universitário das Faculdades Associadas de Ensino - Fae;UNIFAE;SP;SCHOLARLY;;;
Centro Universitário das Faculdades Metropolitanas Unidas;FMU;SP;SCHOLARLY;;;
Centro Universitário de Anápolis;UniEVANGÉLICA;GO;SCHOLARLY;;;
Centro Universitário de Araraquara;UNIARA;SP;SCHOLARLY;;;
"Centro Universitário de Araras - ""Dr. Edmundo Ulson"" - UNAR";UNAR;SP;SCHOLARLY;;;
Centro Universitário de Barra Mansa;UBM;RJ;SCHOLARLY;;;
Centro Universitário de Belo Horizonte;Uni-BH;MG;SCHOLARLY;;;
Centro Universitário de Brasília;UniCEUB;DF;SCHOLARLY;;;
Centro Universitário de Brusque;Unifebe;SC;SCHOLARLY;;;
Centro Universitário de Campo Grande;UNAES;MS;SCHOLARLY;;;
Centro Universitário de Caratinga;UNEC;MG;SCHOLARLY;;;
Centro Universitário de Desenvolvimento do Centro-Oeste;UNIDESC;GO;SCHOLARLY;;;
Centro Universitário de Ensino Superior do Amazonas;CIESA;AM;SCHOLARLY;;;
Centro Universitário de Formiga;UNIFORMG;MG;SCHOLARLY;;;
Centro Universitário de Franca;Uni-FACEF;SP;SCHOLARLY;;;
Centro Universitário de Goiás;Uni-ANHANGÜERA;GO;SCHOLARLY;;;
Centro Universitário de Itajubá;Universitas;MG;SCHOLARLY;;;
Centro Universitário de Jales;UNIJALES;SP;SCHOLARLY;;;
Centro Universitário de Jaraguá do Sul;UNERJ;SC;SCHOLARLY;;;
Centro Universitário de João Pessoa;UNIPÊ;PB;SCHOLARLY;;;
Centro Universitário de Lavras;UNILAVRAS;MG;SCHOLARLY;;;
Centro Universitário de Lins;UNILINS;SP;SCHOLARLY;;;
Centro Universitário de Maringá - Ceumar;CESUMAR;PR;SCHOLARLY;;;
Centro Universitário de Patos de Minas;UNIPAM;MG;SCHOLARLY;;;
Centro Universitário de Rio Preto;UNIRP;SP;SCHOLARLY;;;
Centro Universitário de Santo André;UniA;SP;SCHOLARLY;;;
Centro Universitário de Sete Lagoas;UNIFEMM;MG;SCHOLARLY;;;
Centro Universitário de União da Vitória;UNIUV;PR;SCHOLARLY;;;
Centro Universitário de Várzea Grande;UNIVAG;MT;SCHOLARLY;;;
Centro Universitário de Volta Redonda;UniFOA;RJ;SCHOLARLY;;;
Centro Universitário de Votuporanga;UNIFEV;SP;SCHOLARLY;;;
Centro Universitário do Cerrado-Patrocínio;UNICERP;MG;SCHOLARLY;;;
Centro Universitário do Distrito Federal;UniDF;DF;SCHOLARLY;;;
Centro Universitário do Espírito Santo;UNESC;ES;SCHOLARLY;;;
Centro Universitário do Estado do Pará;CESUPA;PA;SCHOLARLY;;;
Centro Universitário do Instituto Mauá de Tecnologia;CEUN-IMT;SP;SCHOLARLY;;;
Centro Universitário do Leste de Minas Gerais;UnilesteMG;MG;SCHOLARLY;;;
Centro Universitário do Maranhão;UNICEUMA;MA;SCHOLARLY;;;
Centro Universitário do Norte;UNINORTE;AM;SCHOLARLY;;;
Centro Universitário do Norte Paulista;UNORP;SP;SCHOLARLY;;;
Centro Universitário do Planalto de Araxá;UNIARAXÁ;MG;SCHOLARLY;;;
Centro Universitário do Sul de Minas;UNIS-MG;MG;SCHOLARLY;;;
Centro Universitário do Triângulo;UNITRI;MG;SCHOLARLY;;;
Centro Universitário Eurípedes de Marília;UNIVEM;SP;SCHOLARLY;;;
Centro Universitário Euro-Americano;UNIEURO;DF;SCHOLARLY;;;
Centro Universitário Feevale;Feevale;RS;SCHOLARLY;;;
Centro Universitário Fieo;UNIFIEO;SP;SCHOLARLY;;;
Centro Universitário Filadélfia;UniFil;PR;SCHOLARLY;;;
Centro Universitário Fluminense;UNIFLU;RJ;SCHOLARLY;;;
Centro Universitário Franciscano;Unifra;RS;SCHOLARLY;;;
Centro Universitário Franciscano do Paraná;UNIFAE;PR;SCHOLARLY;;;
Centro Universitário Fundação de Ensino Octávio Bastos - Feob;UNIFEOB;SP;SCHOLARLY;;;
Centro Universitário Fundação Santo André;CUFSA;SP;SCHOLARLY;;;
Centro Universitário Geraldo Di Biase;UGB;RJ;SCHOLARLY;;;
Centro Universitário Hermínio da Silveira;UNI IBMR;RJ;SCHOLARLY;;;
Centro Universitário Herminio Ometto de Araras;UNIARARAS;SP;SCHOLARLY;;;
Centro Universitário Ibero-Americano;UNIBERO;SP;SCHOLARLY;;;
Centro Universitário Ítalo-Brasileiro;UniÍtalo;SP;SCHOLARLY;;;
Centro Universitário Jorge Amado;UNIJORGE;BA;SCHOLARLY;;;
Centro Universitário La Salle;UNILASALLE;RS;SCHOLARLY;;;
Centro Universitário Leonardo da Vinci;UNIASSELVI;SC;SCHOLARLY;;;
Centro Universitário Lusíada;UNILUS;SP;SCHOLARLY;;;
Centro Universitário Luterano de Ji-Paraná;CEULJI/ULBRA;RO;SCHOLARLY;;;
Centro Universitário Luterano de Manaus;CEULM/ULBRA;AM;SCHOLARLY;;;
Centro Universitário Luterano de Palmas;CEULP;TO;SCHOLARLY;;;
Centro Universitário Luterano de Santarém;CEULS;PA;SCHOLARLY;;;
Centro Universitário Metodista;IPA;RS;SCHOLARLY;;;
Centro Universitário Metodista Bennett;Bennett;RJ;SCHOLARLY;;;
Centro Universitário Metodista Izabela Hendrix;IMIH;MG;SCHOLARLY;;;
Centro Universitário Metropolitano de São Paulo;UNIMESP;SP;SCHOLARLY;;;
Centro Universitário Moacyr Sreder Bastos;MSB;RJ;SCHOLARLY;;;
Centro Universitário Módulo;MÓDULO;SP;SCHOLARLY;;;
Centro Universitário Monte Serrat;UNIMONTE;SP;SCHOLARLY;;;
Centro Universitário Moura Lacerda;CUML;SP;SCHOLARLY;;;
Centro Universitário Newton Paiva;NEWTON PAIVA;MG;SCHOLARLY;;;
Centro Universitário Nilton Lins;UNINILTONLINS;AM;SCHOLARLY;;;
Centro Universitário Nossa Senhora do Patrocínio;CEUNSP;SP;SCHOLARLY;;;
Centro Universitário Padre Anchieta;UniAnchieta;SP;SCHOLARLY;;;
Centro Universitário Paulistano;UniPaulistana;SP;SCHOLARLY;;;
Centro Universitário Planalto do Distrito Federal - Uniplan;UNIPLAN;DF;SCHOLARLY;;;
Centro Universitário Plínio Leite;UNIPLI;RJ;SCHOLARLY;;;
Centro Universitário Radial;UNIRADIAL;SP;SCHOLARLY;;;
Centro Universitário Ritter dos Reis;UniRitter;RS;SCHOLARLY;;;
Centro Universitário Salesiano de São Paulo;UNISAL;SP;SCHOLARLY;;;
Centro Universitário Sant´Anna;UNISANT'ANNA;SP;SCHOLARLY;;;
Centro Universitário São Camilo;SAO CAMILO;SP;SCHOLARLY;;;
Centro Universitário São Camilo - Espírito Santo;CUSC;ES;SCHOLARLY;;;
Centro Universitário SENAC;SENACSP;SP;SCHOLARLY;;;
Centro Universitário Serra dos Órgãos;FESO;RJ;SCHOLARLY;;;
Centro Universitário Toledo;UNITOLEDO;SP;SCHOLARLY;;;
Centro Universitário Una;UNA;MG;SCHOLARLY;;;
Centro Universitário Univates;UNIVATES;RS;SCHOLARLY;;;
Centro Universitário Vila Velha;UVV;ES;SCHOLARLY;;;
Fiam-Faam - Centro Universitário;UniFIAM-FAAM;SP;SCHOLARLY;;;
Fundação Universidade do Estado de Santa Catarina;UDESC;SC;SCHOLARLY;;;
Fundação Universidade Federal da Grande Dourados;UFGD;MS;SCHOLARLY;;;
Fundação Universidade Federal de Ciências da Saúde de Porto Alegre;UFCSPA;RS;SCHOLARLY;;;
Fundação Universidade Federal de Rondônia;UNIR;RO;SCHOLARLY;;;
Fundação Universidade Federal de Viçosa;UFV;MG;SCHOLARLY;;;
Fundação Universidade Federal do Rio Grande;FURG;RS;SCHOLARLY;;;
Fundação Universidade Federal do Tocantins;UFT;TO;SCHOLARLY;;;
Fundação Universidade Federal do Vale do São Francisco;UNIVASF;PE;SCHOLARLY;;;
Pontifícia Universidade Católica de Campinas;PUC-Campinas;SP;SCHOLARLY;;;
Pontifícia Universidade Católica de Minas Gerais;PUC Minas;MG;SCHOLARLY;;;
Pontifícia Universidade Católica de São Paulo;PUCSP;SP;SCHOLARLY;;;
Pontifícia Universidade Católica do Paraná;PUCPR;PR;SCHOLARLY;;;
Pontifícia Universidade Católica do Rio de Janeiro;PUC-Rio;RJ;SCHOLARLY;;;
Pontifícia Universidade Católica do Rio Grande do Sul;PUCRS;RS;SCHOLARLY;;;
Universidade Anhembi Morumbi;UAM;SP;SCHOLARLY;;;
Universidade Bandeirante de São Paulo;UNIBAN;SP;SCHOLARLY;;;
Universidade Braz Cubas;UBC;SP;SCHOLARLY;;;
Universidade Camilo Castelo Branco;UNICASTELO;SP;SCHOLARLY;;;
Universidade Cândido Mendes;UCAM;RJ;SCHOLARLY;;;
Universidade Castelo Branco;UCB;RJ;SCHOLARLY;;;
Universidade Católica de Brasília;UCB;DF;SCHOLARLY;;;
Universidade Católica de Goiás;UCG;GO;SCHOLARLY;;;
Universidade Católica de Pelotas;UCPEL;RS;SCHOLARLY;;;
Universidade Católica de Pernambuco;UNICAP;PE;SCHOLARLY;;;
Universidade Católica de Petrópolis;UCP;RJ;SCHOLARLY;;;
Universidade Católica de Santos;UNISANTOS;SP;SCHOLARLY;;;
Universidade Católica do Salvador;UCSAL;BA;SCHOLARLY;;;
Universidade Católica Dom Bosco;UCDB;MS;SCHOLARLY;;;
Universidade Cidade de São Paulo;UNICID;SP;SCHOLARLY;;;
Universidade Comunitária Regional de Chapecó;UNOCHAPECÓ;SC;SCHOLARLY;;;
Universidade Cruzeiro do Sul;UNICSUL;SP;SCHOLARLY;;;
Universidade da Amazônia;UNAMA;PA;SCHOLARLY;;;
Universidade da Região da Campanha;URCAMP;RS;SCHOLARLY;;;
Universidade da Região de Joinville;UNIVILLE;SC;SCHOLARLY;;;
Universidade de Brasília;UnB;DF;SCHOLARLY;;;
Universidade de Caxias do Sul;UCS;RS;SCHOLARLY;;;
Universidade de Cruz Alta;UNICRUZ;RS;SCHOLARLY;;;
Universidade de Cuiabá;UNIC;MT;SCHOLARLY;;;
Universidade de Fortaleza;UNIFOR;CE;SCHOLARLY;;;
Universidade de Franca;UNIFRAN;SP;SCHOLARLY;;;
Universidade de Itaúna;UI;MG;SCHOLARLY;;;
Universidade de Marília;UNIMAR;SP;SCHOLARLY;;;
Universidade de Passo Fundo;UPF;RS;SCHOLARLY;;;
Universidade de Pernambuco;UPE;PE;SCHOLARLY;;;
Universidade de Ribeirão Preto;UNAERP;SP;SCHOLARLY;;;
Universidade de Rio Verde;Fesurv;GO;SCHOLARLY;;;
Universidade de Santa Cruz do Sul;UNISC;RS;SCHOLARLY;;;
Universidade de Santo Amaro;UNISA;SP;SCHOLARLY;;;
Universidade de Sorocaba;UNISO;SP;SCHOLARLY;;;
Universidade de Taubaté;UNITAU;SP;SCHOLARLY;;;
Universidade de Uberaba;UNIUBE;MG;SCHOLARLY;;;
Universidade do Contestado;UnC;SC;SCHOLARLY;;;
Universidade do Estado da Bahia;UNEB;BA;SCHOLARLY;;;
Universidade do Estado de Mato Grosso;UNEMAT;MT;SCHOLARLY;;;
Universidade do Estado de Minas Gerais;UEMG;MG;SCHOLARLY;;;
Universidade do Estado do Pará;UEPA;PA;SCHOLARLY;;;
Universidade do Estado do Rio de Janeiro;UERJ;RJ;SCHOLARLY;;;
Universidade do Estado do Rio Grande do Norte;UERN;RN;SCHOLARLY;;;
Universidade do Extremo Sul Catarinense;UNESC;SC;SCHOLARLY;;;
Universidade do Grande ABC;UniABC;SP;SCHOLARLY;;;
Universidade do Grande Rio Professor José de Souza Herdy;UNIGRANRIO;RJ;SCHOLARLY;;;
Universidade do Oeste de Santa Catarina;UNOESC;SC;SCHOLARLY;;;
Universidade do Oeste Paulista;UNOESTE;SP;SCHOLARLY;;;
Universidade do Planalto Catarinense;UNIPLAC;SC;SCHOLARLY;;;
Universidade do Sagrado Coração;USC;SP;SCHOLARLY;;;
Universidade do Sul de Santa Catarina;UNISUL;SC;SCHOLARLY;;;
Universidade do Tocantins;UNITINS;TO;SCHOLARLY;;;
Universidade do Vale do Itajaí;UNIVALI;SC;SCHOLARLY;;;
Universidade do Vale do Paraíba;UNIVAP;SP;SCHOLARLY;;;
Universidade do Vale do Rio dos Sinos;UNISINOS;RS;SCHOLARLY;;;
Universidade do Vale do Sapucaí;UNIVÁS;MG;SCHOLARLY;;;
Universidade Estácio de Sá;UNESA;RJ;SCHOLARLY;;;
Universidade Estadual da Paraíba;UEPB;PB;SCHOLARLY;;;
Universidade Estadual de Ciências da Saúde de Alagoas - Uncisal;UNCISAL;AL;SCHOLARLY;;;
Universidade Estadual de Feira de Santana;UEFS;BA;SCHOLARLY;;;
Universidade Estadual de Goiás;UEG;GO;SCHOLARLY;;;
Universidade Estadual de Londrina;UEL;PR;SCHOLARLY;;;
Universidade Estadual de Maringá;UEM;PR;SCHOLARLY;;;
Universidade Estadual de Mato Grosso do Sul;UEMS;MS;SCHOLARLY;;;
Universidade Estadual de Montes Claros;UNIMONTES;MG;SCHOLARLY;;;
Universidade Estadual de Ponta Grossa;UEPG;PR;SCHOLARLY;;;
Universidade Estadual de Roraima;UERR;RR;SCHOLARLY;;;
Universidade Estadual de Santa Cruz;UESC;BA;SCHOLARLY;;;
Universidade Estadual do Ceará;UECE;CE;SCHOLARLY;;;
Universidade Estadual do Centro Oeste;UNICENTRO;PR;SCHOLARLY;;;
Universidade Estadual do Maranhão;UEMA;MA;SCHOLARLY;;;
Universidade Estadual do Norte Fluminense Darcy Ribeiro;UENF;RJ;SCHOLARLY;;;
Universidade Estadual do Oeste do Paraná;UNIOESTE;PR;SCHOLARLY;;;
Universidade Estadual do Piauí;UESPI;PI;SCHOLARLY;;;
Universidade Estadual do Rio Grande do Sul;UERGS;RS;SCHOLARLY;;;
Universidade Estadual do Sudoeste da Bahia;UESB;BA;SCHOLARLY;;;
Universidade Estadual do Vale do Acaraú;UVA;CE;SCHOLARLY;;;
Universidade Estadual Paulista Júlio de Mesquita Filho;UNESP;SP;SCHOLARLY;;;
Universidade Federal da Bahia;UFBA;BA;SCHOLARLY;;;
Universidade Federal da Paraíba;UFPB;PB;SCHOLARLY;;;
Universidade Federal de Alagoas;UFAL;AL;SCHOLARLY;;;
Universidade Federal de Alfenas;UNIFAL-MG;MG;SCHOLARLY;;;
Universidade Federal de Campina Grande;UFCG;PB;SCHOLARLY;;;
Universidade Federal de Goiás;UFG;GO;SCHOLARLY;;;
Universidade Federal de Itajubá - Unifei;UNIFEI;MG;SCHOLARLY;;;
Universidade Federal de Juiz de Fora;UFJF;MG;SCHOLARLY;;;
Universidade Federal de Lavras;UFLA;MG;SCHOLARLY;;;
Universidade Federal de Mato Grosso;UFMT;MT;SCHOLARLY;;;
Universidade Federal de Mato Grosso do Sul;UFMS;MS;SCHOLARLY;;;
Universidade Federal de Minas Gerais;UFMG;MG;SCHOLARLY;;;
Universidade Federal de Ouro Preto;UFOP;MG;SCHOLARLY;;;
